text,label
penginnya menang teroos padahal lagi diskusi gak lagi lomba debat,angry
bullshit,angry
ayo gelud ae kak dit,angry
ayo gelud,angry
teros ajaaa terooos,angry
nyesel gua ngetwit gini,angry
tae lu,angry
merendah aja nih,angry
kenapa sih orang yang suka ngatain orang lain jelek mukanya ternyata juga jelek,angry
kebo lu,angry
ada kebusukan di dalam hatinya,angry
yaudah sabar napa,angry
hari yang indah untuk berharap lalu kemudian dikecewakan,angry
anjing lu,angry
buset ke salon dulu ye,angry
abis mandi gerah keringetan udah kayak abis mandi,angry
iyaaa iya aku tahu diri kok lagian jngan bikin baper dong makanya kan kesel,angry
gini lho kalo belum jadi siapa siapa dan cuma ngerasa deket doang tolong lah rasa cemburu itu gausah dibawa kepermukaan rasa tau dirinya noh dijunjung tinggi sinting,angry
apa tida capek ribut ribut mulu,angry
duuuh bego banget kadang,angry
ngausah ditungguin lah,angry
kenapa bisa selalu pas sama yg aku rasain si bancaaad,angry
bangcat ya,angry
ya jangan curhat colongan gini dong,angry
puas kau hah,angry
marahin aja noh masnya yang,angry
yang jahat papa,angry
taeeee,angry
taeee,angry
dah telaatttt,angry
astaga baru ngeh kesel,angry
munafik,angry
kamu keliatan emosional sekali malam ini,angry
guobblokkkkkkk,angry
ancok,angry
taek,angry
kontoooollllllll,angry
media massa kok ngambek,angry
aku bener2 kecewa,angry
ngentot,angry
ngomong doang lu bangsat,angry
galak amat jadi cowo,angry
jangan gini dong mainnya vin ahhh,angry
tae,angry
gini amaaaat lisannyaaa,angry
bgst,angry
awas kalo udah buka po lu gak ada y,angry
pergi lo ngerepotin aja,angry
coba congornya akreditasi dulu,angry
lisannya kayak gak pernah dialiri minyak zaitun,angry
jag mulutnya ya,angry
apasiiii,angry
marah gua sama lu,angry
pergi lo,angry
jadi gini kamu berpaling dari aku,angry
ngeraguin banget keknya,angry
bapak mu aja ga perduli sama kamu rasain,angry
rasain,angry
rasakan,angry
yg masih ngomongin tai banget ya,angry
bangke bangke,angry
bajingan kamu emang,angry
kelewat sensi nanti jadi mall,angry
sensi amat jadi manusia,angry
lagi sensi nih,angry
gue gak suka joke ke ranah pribadi dia ini,angry
kalian juga bukannya forum untuk membully orang lain,angry
temennya sih gak salah lu aja yang kampungan,angry
kampungan,angry
jangan gangguin,angry
abis dituntut kok malah pgn shoping,angry
bangke,angry
dasar selebtweet sengaja bikin sensasi buat pansos,angry
ketawa aja bisa bikin sakit hati apalagi teriak,angry
dipanggil pak haji itu biar dia sadar betapa gak enaknya diteriaki pak haji kok masih kencing berdiri,angry
cah cah iki ancen awur awuran ogh,angry
kecam,angry
orang marah gak kenal kata petuah orang benci gak bisa dinasehati orang ngotot dikasih tahu bilangnya halah bacot,angry
sekroll aja sendiri,angry
kan suka sok tau malesin,angry
jika amarah sudah mengambil alih kendali maka logika,angry
amarah,angry
ngawur itu bukan punyaku,angry
menulis itu memang tidak dapat dipaksakan pas lagi di jalan ide sering kali keluar berhamburan tapi giliran udah di depan laptop sekalimat aja sering kali ngga kelar kan kampret eh cebong eh,angry
yolan kampret tolol itu khan berita tahun 2016,angry
bego gak ketulungan,angry
aaahhh yang bener dari dulu pun pendukung jokowi udah dapat label sebagai cina babi dan komunis koq bukan cuma sekarang aja bro,angry
memukau kontol mahasiswa bego bisa jadi ketua bem,angry
mau jualan ribet banget kudu provokasi kampret bloon pake sara,angry
mat ali lucunya elu karena goblok tapi sotoy gak update berita,angry
mabok tuh orang dari muka dan gerakannya kelihatan,angry
mabok tuh orang keliatan dari muka gilenye,angry
bubarkan fpi,angry
kocak ni akun nyolot duluan eehh ngumpet duluan jg,angry
gitu aja lu udah nyerah,angry
ig lo kapan ga rapih sih yan,angry
ya ini sih miris,angry
nunggu jodoh ga sampe mukanya jadi gini dong ya amit amit,angry
lagi errorrrr,angry
muridnya juga kecewa karena mereka berfikir aku tidak jadi datang tidak ada yang memberi info,angry
bang lu kebanyakan galau,angry
itu cewek kek apha yha nempel sana sini udah kek lalet,angry
sering2 ke pom bensin biar diomelin kalo ngerokok,angry
aku gak kesel wahai sobat onlen cuma gemes aja gitu itu orang nyindir2 terus giliran diajak ketemu gak mau kan aneh,angry
tiap hari sama pacar seneng senengnya sama pacar pas galau aja ke kita basiiiiiiiiiiiiiiiiiii,angry
emak lu noh nyuci piring bantuin woi kambing,angry
kamprett,angry
kalo ikhlas mah ga perlu di ucapin kali,angry
kalo ada cowok yang bilang cewek matre bawa ke gue biar gue bisikin di kupingnya bukan cewek yang matre elunya aja yang kere,angry
lelah dan kecewa,angry
sedetik rasa sehari sejam rasa sebulan sehari rasa setahun lanjutkan guys colek jakarta indonesia,angry
lagi lagi ngajak ribut saat ini gandeng tangan sendiri dulu suatu saat gandeng tangan isi sendiri,angry
astaghfirullah jempolnya kalo ngetik kasar sekali sukak,angry
kalo marah2 y emg ngegas,angry
gada akur2nya kek ama sodara tiri,angry
ribut ama diri sendiri tuh capek juga ya,angry
anjir,angry
jangan tinggalin aku tapi pada akhirnya dia sendiri yang ninggalin,angry
bodoamat dia g peduli,angry
ikalo teriak2 itu bukan ngobrol tapi ngejar maling,angry
gue omelin lu ntar,angry
tak omelin aja ya kamu,angry
sebel gua sama lu,angry
karena dikecewakan seseorang jadi sulit untuk percaya pada siapapun,angry
kesal,angry
cerewet,angry
kan marah nya bisa pelan2 hemat nada suara,angry
bukannya ga peka tapi emang gatau diri,angry
sans njeng,angry
makin dewasa bukannya makin pinter malah makin jadi aja ga gunanya,angry
ngapain susah bertahan storymu saja dilewatkan,angry
halo pa polisi mamaku jahad,angry
mobil ini sopirnya yang malah tambah aku bingung,angry
kamu ga dicariin artinya kamu ga penting udah jangan ngarep lagi ngomong sama diri sendiri,angry
bulshit,angry
aku mati matian jagain perasaannya dia seenaknya ga ngejagain perasaan aku kesel sebel sedih pengen marah tapi bisanya cuma nangis huhu,angry
pengen banget jadi orang yang bodo amat gausah cemburu gausah peduli gausah ngalah terus pokoknya bodo amat aja udah,angry
yang lain kek sialan,angry
sialan,angry
sial,angry
dafi tonjokin yy orangnya,angry
gua tonjok lu ntar,angry
tampar aja udah,angry
diyamm,angry
diam kamu,angry
jingan maling ternyata,angry
dasar maling,angry
jiahh smbong bgt emang rang tua,angry
sesuatu yg berlebihan itu tdk baik salah satunya kesombongan,angry
jingan knpa video ginian lwat tl sih,angry
ga punya otak emang,angry
otak di pake oy,angry
bajingan,angry
dasar miskin,angry
masih tua an ente y bang ingat bini noh lagi main ludo sama pak rt,angry
kadang otak tidak senada dgn mulut yang terpikirkan tidak selaras dgn yg terucap mau ngomong ini eh kok yg kesebut itu jadi serba salah,angry
cape gak ngurus hidup orang lain,angry
ngaco wae,angry
masih lah gilak aj kalo engga,angry
diem loe kak,angry
kntollll,angry
seraaaah,angry
beda ya mbanam juga heran,angry
heran deh,angry
marah marah mulu heran,angry
udah sih heran,angry
share cerita bahagia dikira pamer share cerita sedih dikira minta dikasiani mau jadi cat tembok aja,angry
ngeselin emg rang kegini,angry
itukan you yg salah gblk,angry
brengsek,angry
ngaku2 kan ni rangtua,angry
pms lu ya marah mulu kesel gue,angry
diem,angry
pulang bang astaga,angry
dari belakang kek cewe pas dideketin astaghfirullah cowo gondrong ternyata,angry
lu yang typo bangsat,angry
bangsat malah banyak yang ikutan ini tar,angry
haduu kita butuh durasi keributan lebih panjang,angry
bang jadi elu juga gitu astaga,angry
kode lahh biar patungan di isiin bensin ehh gapeka,angry
seenaknya maki maki orang gitu ya,angry
bangsat,angry
hidup belum tentu sampe lusa kurang kurangin nyakitin hati orang,angry
nyakitin aja sukanya,angry
kalo upload video ya tolong kasih keterangan ini dimana ga cuman upload doang kek gini,angry
bansattt moco ngasi entek jebule lanang karo lanang,angry
bangsat bener,angry
ngetik alias bacot,angry
typo tuh benerin dulu,angry
halu,angry
kok ga ajak2 siiih,angry
sekalian beli cocotnya tetangga,angry
ketawa doang kenalan juga bisa kali,angry
daripada ngambil ga ijin hayo,angry
bodoamat jir daripada jadi homo,angry
nyuruh kang grabnya nubruk tetangga aja,angry
ambil aja noh pacar khayalan,angry
sombong amat,angry
bby bby mata lu,angry
mata lu,angry
udah sini gw beliin daripada ngancem2 gitu,angry
itu kan sama cewenya anjir lesbi itu,angry
ga sengaja anjing,angry
sombong amat,angry
jiah abis best seller songong,angry
jan php lu jingan,angry
ngiri aja lu,angry
males,angry
alias bacooooot,angry
kok lu ngerubah twit gw sih,angry
cucu bajingan cok,angry
hindarkan ak dr laki2 bajingan seperti ini,angry
bajingan emang negara itu,angry
tolong sodaraku dayak balas sodara kita yang jadi korban di malaysia semoga bajingan ini datang,angry
aku tanya elok elok jawab elok elok la bajingan,angry
pelakor makin gaada otak bajingan,angry
bajingan itu kamu,angry
bajingan berkelas,angry
sakit gigi ini kelihatannya masalah ringan tapi rasanya behhh bajingan,angry
bajingan untung muncul di tl,angry
bajingan ni orang,angry
anjing setan goblok bajingan kim taehyung awas kalo beneran gue suntik burung lo sampe gak bisa ngaceng,angry
bertahun kusimpan sendiri tidak ada yang tahu kamu adalah seorang cewe bajingan itu karena aku gak mau kamu dibicarakan kejelekanmu,angry
bajingan,angry
assss kontol su bajingan ra trimo moro o rene sok an ndisik sejarah membuktikan negoro malingan ro kalahan ki sopo jingan,angry
bajingan,angry
bajingan,angry
sini bang duel sama saya aja jgn sama kakek2 bajingan kok beraninya dirumah tolol asw,angry
ho o bajingan tenan i,angry
bajingan di atas bangsat kau esem sm babik,angry
bajingan aku lg dengerin pilu membiru live trs kamu nolak aku anjinglah apa ini rasanya hidup wanita muda,angry
bajingan cangkeman,angry
ya ampun kurang sayang gimana itu kakeknya sama si cucu bajingan,angry
dinegara kita juga banyak bajingan berkedok sorban,angry
has kontol bajingan,angry
jauh bajingan susah nyentuhnya,angry
kalian kok kayak bajingan sih,angry
penyerang itu dasarnya bajingan dari serbia dididik dari kecil udah benci muslim bawaannya pengen bunuh,angry
negara banyak bajingan mly,angry
bajingan koe,angry
bajingan cakep,angry
nek aku mergo lanange bajingan kok,angry
ora cok kiki kae mantanku pertama barkui riana listrik aku ditinggal rabi bajingan tenan,angry
ketika bajingan dipertemukan dengan bajingan dan merasa dibajingani,angry
bajingan,angry
bajingan,angry
su aing bacanya bajingan,angry
bajingan with kemeja putih lengan digulung,angry
beli earphone baru tp lagunya ngga ada bajingan,angry
bajingan sekali anjrrr,angry
goblok bajingan,angry
polisi disana jg bajingan semua melindungi pelaku,angry
udah bajingan bego lagi narasi nya wkwkw komunis gaya baru sekarang nyerang nya pemahaman kepada generasi milenial bro sasaran kitajuga harus generasi milenial,angry
bajingan,angry
tapi kalo bajingan nya itu aku gimnaa,angry
bajingan,angry
tolong mlut klian dijaga yh bajingan,angry
lo bener bener kurang ajar ya rin barra semakin geram siniin hp lo gue mau telepon tuh si berengsek satu mau ngomong apa mau ngatain dia bajingan dan nggak pantes deketin gue,angry
susanti sini pulang gak sudi kmu ada disana malaysia bajingan,angry
bajingan ada narnia gue gatau sialan,angry
sebenernya masalahnya apa sih bang kenapa aku nggak boleh deket deket avis lo nggak lihat tampangnya dia tuh berengsek dan gue yakin dia seratus persen bajingan kalau lo diapa apain gimana,angry
bajingan,angry
bajingan,angry
haha bucin bajingan,angry
kesel bgt gue lagi ngerecord temen gue treak kek monyet bajingan,angry
bajingan,angry
bajingan lu semua pake dinamain babi,angry
kaya kecap itu mah bajingan,angry
betul su ini terus menerus provokasi dgn sebarkan narasi perselisihan antara muslim x non muslim bajingan,angry
pecundang bajingan,angry
bajingan km ms cerain aja istri kamu terlalu baik buat km yg gatau diri,angry
sekali bangsad belum tentu seterusnya bangsad siapa tau bakal jadi bajingan,angry
yg ngmong satu org tp yg kena maki semua laki2 bajingan emg org kyk gini yg bikin stereotype cowo itu bgsat semua,angry
emang banyak bet yg gini postingannya uda kaya punya kavlingan disurga taunya kelakuannya bajingan anak underage dikerjain sm ni orang bangsat,angry
tuh yang punya temen terus self diagnosed punya mental illness tapi padahal hanya sebagi tameng untuk menjadi seorang bajingan bisa diajak kesini biar kamu tau dia bneran atau cuma pure bajingan,angry
bajingan,angry
wes dadi bajingan wae,angry
hey kau bajingan buka mata mu,angry
nikah ga sebercanda itu bajingan istri lo pantes dapet yg jauh lebih dari lo yg kayak ampas gini ga guna lo anjir,angry
syed anjing ultras mu mental kawalan bajingan,angry
yang masih nyalahin supporter indonesia gue yakin udah ga punya harga diri bajingan,angry
bajingan apapun agamanya bahkan mungkin dia tidak beragama,angry
gimana maw pake otak pakenya aibon ni bocah,angry
sudah saya maapin yah mbak ga ada hubungannya yg ada otak manusia ini di ganti pake otak kebo yah hasilnya jadi bego,angry
bgm mau pake otak dia aje kaga punya otak,angry
baru mau bilang kalo di jakarta habis 2 minggu berita ini buat anies ehh ada juga yang gak pake otak ternyata,angry
lho emang agama lo apaan bisa di injak injak makanya klo punya agama itu simpan di hati tanam dlam pikiran realisasikan dlm prbuatan yg sesuai dngn ajarannya jngn asal jeplak ha pake otak,angry
yaallah yg kpopers emg lu kira kiblat nya hadap seoul pake otak nder,angry
sorry kamu tau arti atheis sebenernya apa nga nder wkwkwk tolong google kalo otak lo nga di pake,angry
percuma banyak gaya kalau otak nol ko tra di pake,angry
banyak kaumnya yg telen bulen2 apa yg dibilang sama junjungannya ini dan membela tanpa pake otak,angry
halo peraturan efek indonesia bukan negeri peraturan makanya mikir pake otak dulu sebelom bacot gog,angry
lo tuh gaya lo emang keren lo tuh lagak lo juga keten lo tuh tampang lo keren tapi otak lo kagak lo pake,angry
orang kalo ngomong tu pake otak ga sih enak ngomong kalo ada apa2 diomongin giliran ada apa2 diem trs org lain surug ngertiin ahhhh pusing ama manusia untung gw setan,angry
pejabat yg bersumpah pake kitab suci spy tdk korupsi tp ttp korupsi melawan tuhan atau gk om dilarang membunuh tp ttp jd teroris melawan tuhan atau gk om dilarang berzinah tp ttp chat mesum melawan tuhan gk om pahami dulu konteksnya jgn otak ente kyk buni yani,angry
perang2 mikir uy berapa juta org indo yg lagi nyari nafkah distu mikir itu pake otak yg jernih jgn pake emosi,angry
aku tau lo lagi ga baik2 aja tp pls pake otak lo kalo dengan lo ngirim ginian bikin orang ketrigger dan bikin base ini bisa di suspen,angry
yattt dayaaattt jgn kau buat perpecahan di indonesia ini dg niat burukmu itu udah tua pake lah otak lu itu yattt prcuma allah swt ngasih lu otak klo ternyata niat lu buruk gitu,angry
gada otak negara give away,angry
betul itu bung dia makan babi sm anjing sj ga di urus sm umat islam kok pake sempak merah yg ga di cuci2 aja kita ga pd ngurus lantas kenapa ini jd gila urusan agama orang yah stress jd caleg gagal atau krn otak ngumpet di biji kelud nya hahahaha,angry
ngomong tu juga pake otak bukan,angry
lo yg berbuat netijen yg disuruh mikir mending otak lo diganti aja pake kontol,angry
ngomong tu ya pake mulut bangsat masa pake otak,angry
cakep mbak setuju sama sikap mbak cm ya aneh ya di negara mayoritas muslim tp muslim di lecehkan dituduh ini itu sementara kehidupan mereka baik az otak pd di pake ga sii,angry
ambil tuh duit rakyat jgn mingkem kali ini pake otak klean,angry
indon ni bajet bajet seh kalau cakap sikit sikit perang berani mati bagai haihhh kalau ngomong bisa pake otak nggak sih,angry
jangan bingung di kasih otak di pake jgn buat gantungan kunci,angry
halo teman teman ciwi ciwi ku sekalian semuanya kalo anda mau hs mikir pake otak dong ya emang enak tp mikir konsekuensinya buat anda dan yang lainya ya kalo anda ngewe sama orang beristri kalian juga harus siap sama kemungkinan ditinggalin makanya,angry
makanya otak klo ada di pake jngn dibiarin karatan coba klian bayangin di posisi izzi blom smp meja chanyeol uda pingsan kali yak suka2 dia dong minta apaan sm chanyeol urusan kalian apaan dia belinya smp puluhan juta rugi kli cyinnn diem doang dpan doi kaya orng bego,angry
mikir tu pake otak jgn pake dengkul,angry
mikir lapor gimana di keroyok gitu mikir pake otak jangan pakai dengkul,angry
masih pagi otak udah capek dipake mikir yang ga perlu dipikir hadeuhh apa sih,angry
mulutnya tdk berpendidikan sekali dikit2 bawa bentuk fisik seseorg hidupnya body shaming in orang terus apa ya ga dipake otak nya wkwkwk miris liatnya,angry
otak kau dipake,angry
bapa ibu seiman sih iya ga ada yang salah kok tapi ya otak boleh lah sekali dipake buat yang mikir kesejahteraan umat gitu toleran kan apa ngaku2 doang,angry
udah gede otak nya suka ga dipake heran dah brengsek,angry
jadi keliatan kan otak itu sangat berguna kalo dipake,angry
ya tuhan masih pagi dah dibikin emosi tuhan ngasih otak tuh buat dipake bukan cuma buat pelengkap isi kepala doang yaaa gemes ih pen w sentil alveolusnya,angry
nih liat dan bukan cuma ngambil trotoar pkl ini jg yg bikin macet kegiatan jual beli jadi di jalanan yg jalan kaki repot naik kendaraan pun macet otak dipake sebelum ngetwit goblok,angry
appagah otak km tak dipake nder,angry
ngasih nomor aja ribet netijen disuruh mikir dulu yang otaknya masih original gress ga pernah dipake macem otak saya apa kabar huffftt,angry
minggat2 sendiri kok pulang minta dijemput emangnya duit nenek loe buat jemput cuk nur mbok sebelum njeplak otak dipake dulu,angry
sejak otak lu dipake utk membenci,angry
brengsek,angry
tapi kalau brengsek w nga mau jd temennya,angry
gung dia brengsek,angry
bisa aja tapi kalo brengsek gamau temenin,angry
ajg brengsek brengsek gini gue pernah jadi ipar lu,angry
brengsek,angry
waria brengsek,angry
ajg padahal w dah ngejauh masih aja nih orang deketin hsghs temen2 gue emang brengsek,angry
emang brengsek semua temen kampus gw,angry
cuman kamu yg brengsek aku tidak,angry
heran ko yg brengsek brengsek gini bisa nikah ya,angry
udahlah kamu dah bakat jadi brengsek,angry
brengsek lo seungwoo,angry
pengen nyambat intinya situ brengsek kurang ajar,angry
haih susah nau orang melayu nak kerja betul2 eyh brengsek,angry
enak yah jadi cewek di deketin banyak laki laki respon sana sini tinggal pilih yang terbaik coba laki laki di deketin dua cewek aja udah di anggap brengsek,angry
aku kan tim setia 1 doang udah banyak gaya dia nya mau yg cute kece cowok bahkan sampe brengsek jadi gak bosen,angry
astaga dzolim anda dgn isteri,angry
astaga wkwk jahat banget oppa,angry
astaga giliran beginian aja langsung konek otak miya,angry
itupun trgantung mood astaga dasar aku,angry
astaga cuti belum di approve juga,angry
astaga salah pemahaman,angry
astaga komukkkkkkk,angry
astaga males bgt lw,angry
ga astaga mau taubat,angry
pls ujian semester cepetan napa astaga aku capek,angry
astaga sekalinya ngomong jahat bener bapak val,angry
gimana dong gada kertas ulangan kesel bgt kok bisa ilangw kdgsudvakdgsbgsiehhdkahdgdv knp slalu begini pas lagi dibutuhin astaga kesel bgt gatau lagi,angry
heh siapa yang berani ganggu yohan astaga tolong segera beritahu,angry
astaga langusung gua keluar bomat,angry
php ni psti,angry
ngga ah males php mulu ehhe,angry
kali ini php ga kayak kemarin kemarin capek2 duduk di depan tv eh taunya gatsenya numpang lewat doang,angry
tidak patut dicontoh,angry
ready ya beb minat langsung chat info rr d dm wa beb gk suka php basa basi,angry
php semua,angry
dia pemimpin agama tapi keteladanan iri yg dia pertontonkan dia bukan politikus tapi nyinyirnua melebihi politikus suka teriak kasar hatinya tak seputih bajunya yg putih ahok aja yg truzz diurusinya agama dia bela tuhan dipermalukannya,angry
iri tanda tak mampu nder,angry
selama punya sifat iri dan dengki mending ga usah jadi anggota dewan otak dan mulut da ga nyatu alias kecepatan congor dari otaknya,angry
tolong saya iri sekali melihat ini berikan saya satu saja yg mau menerima saya kwke,angry
raentuk kok iri,angry
kucingnya jahat banget tenang ya hyun nanti beli kucing yang banyak biar di iri,angry
jahat kamu,angry
ya memang hati ini penuh iri dengki ya,angry
hah iri aku bisa dapet tipekuu lee dohwa,angry
iri tanda tak mampu,angry
ahelah iri aja lo jinghyuk mau bunting,angry
iri kn km,angry
perasaan yang paling berbahaya adalah iri karena iri hati melahirkan kebencian dan kebencian akan membunuhmu perlahan,angry
hug gw gemeteran parah pengen nabok orang eh nabok masnya sumpah xd,angry
padahal keliatan nikmat bgt tp knp pake boba rasanya kek anjeng,angry
nikmat apa yg kau dustakan wahaiiii kawan,angry
ini yg udh difolback tp doyan unfoll gue jitak pala lu ya,angry
bangga pala lu,angry
pala lu aja sini gue injek,angry
tolol bgt sender nya sinih pala lu gua tebas,angry
mampuuss pala lu bentur lantai,angry
enak enak pala lu bejendol,angry
serius istri gua diminta kek gitu pala lu putus gua tebas bodoh amat presiden kek menteri kek emang gua pikirin enak banget minta istri orang padahal dia udah bejibun istri,angry
sini gue hantam pala lu g,angry
ngomong lagi pala lu mencar,angry
acil si kekeyi pala lu peyang,angry
ratusan kali lebih baik pala lu pitak gua makan pake garem doang bangsat,angry
pala lu jurigg,angry
awas lu ye ampe mampir ke mcd gw geprek pala lu,angry
mampus pala lu di geprek kek ayam bensu,angry
dasar benalu,angry
pala lu,angry
mata lu si sepet,angry
bacot buta mata lu,angry
dasar air mata buaya syukur gak di kutuk lu sama netijen anjing,angry
mata lu soak,angry
lu minggat semua sono gangguin mata aja lo pada,angry
salah mulu gua di mata lu,angry
sesekali mata lu picek masih gaada capek capeknya ya perasaan masih kek gitu aja ngaca anjing bikin emosi aja,angry
mata lu burem,angry
bocah tolol bikin zinah mata aja lu,angry
keterbukaan mata lu soak,angry
fakk,angry
woyyy siape lu bajingan,angry
harus dicuci tu pikiran lu,angry
bgsd parno gua liat tu ikan,angry
gua jambak juga ni imron lu,angry
pegi lu jaenab,angry
setan lu,angry
ngawur,angry
yak teross aja terossss,angry
teross aja terossss,angry
diyam kau burhan,angry
boleh iris dulu tu kuping,angry
mangap terosss gua sumpal makanan juga tu mulut,angry
kapan lu wisuda lama amat dah kuliah,angry
cemburu disampein gengsi ga disampein panas hati,angry
ngapasi berita gua meninggal mulu jingaan,angry
apaan sih lu akmpret,angry
diem kusundul you,angry
pen marah,angry
pukul aja boleh ga si,angry
gak suka dibentak dimarahin sebel,angry
apaansi sedu seduan alay jijik bro lo gak bisa ngehakimin kesenangan orang lain cuma karna lo gak bisa nikmatin,angry
si selalu salah di mata netizen,angry
si selalu salah di mata netizen,angry
ladenin plis aku lg ngambek,angry
cukup tau aja sih,angry
pergi kalian,angry
minta dijewer ya,angry
bandel emang,angry
pembohong kau mbe pembohong,angry
memet itu pengguna twitter paling anjing gw aktip dia gak kan bgst,angry
bgst gw mau tidur aja lu pada datang km ga bisa jagain mbania,angry
lu manga sih sosoan basa indo bana anjiang,angry
ndak kamu buruak,angry
anjing jelek bgt cara nyepik lu biar dibalas,angry
emang anjiang,angry
nyimak aja karna gw sakit hati,angry
jingan ni cewe mbee,angry
ndak peka,angry
kan kasar bgt jadi cowo pantas nisa gamau,angry
diamlah kalau ga bangunin aku pagi ga ada ngambek ngambeknya lagi kita jauh,angry
bullshit,angry
sakit hati aku mengetiknya lama tapi ga dikirim kan bangsat,angry
gw ga peduli gw mau tidur,angry
bangsat susah nahannya mau lepasin juga ga enak,angry
iya km pantes dibrengsekin,angry
sebenernya orang baik tuh masih banyak cuma kadang kitanya aja yg apes ketemunya sm yg brengsek mulu,angry
imron lu gua guyur sayur ni lama lama,angry
lu lemah syahwat diem,angry
bawa ganja lu yaa,angry
jingan,angry
sabar cowo jaman sekarang emg brengsek brengsek,angry
setan lu ya emg ta,angry
diem lu kalo mau curhat sm mama dedeh sj,angry
ko km gt sich aynk,angry
kasar,angry
galak bgtt,angry
alay,angry
yomink iri,angry
heran aja kok ada gitu loh orang yang nggak suka sambat,angry
cangkeeemmuu,angry
crewet,angry
iyo ncen elek,angry
salaaah meneeehh,angry
ndessss bajilaak aku wis nggawe buku yoooo,angry
iya nanti bikin bajilak crewwweeeeettt,angry
mau ngeyel lagi yauda terserah,angry
namanya juga mak mak,angry
gosah ngerayu,angry
anak lo noh urus,angry
dih ikutan,angry
dih,angry
idih,angry
kepo,angry
gila,angry
diam,angry
katanya temen kok dateng pas lagi sedih doang waktu lagi seneng kemana,angry
dimana ki babi,angry
babi,angry
gukguk ini mah,angry
banyak cakap kau peler,angry
luar biasa bodohnya aku mah,angry
terlalu bodoh namanya karena sering salah jadwal,angry
jadwal kampus hari ini jam 10 15 tapi aku datangnya jam 7 30 akibat ga pernah baca chat dari ketua tingkat dan grup kampus,angry
jgn makan mi terus,angry
heh ga gitu yaaa sapa yg ngajarin,angry
dih,angry
ava nopang dagu diem dulu,angry
kamu kalo telfon jgn sekali duakali doang dongg,angry
makin sini makin ngantukan mood sering gajelas makin banyak mau tapi males gerak gitu loh ah,angry
ngawurrr eaaa,angry
bohong,angry
auto dimarahin emak hordeng nya lepas,angry
sini cerita knp kecewa,angry
hati yang ambyar pikiran yang buyar entah mencari apa hidup hambar drama yang diumbar,angry
kok ngegas,angry
coba si tag tetangga nya aku mau ngasih sandal jepit nih dimulut nya,angry
dasar mentang mentang cakep selfie pagi pagi,angry
kadang rasa sayang membunuh rasa sadar heran,angry
langsung tertampar sepagi ini,angry
begitu tega nya kamu menuduh ku ambyar seambyarnya besama mereka,angry
tega,angry
sakit sendiri,angry
bangsat,angry
aku benci dan menyesal mengetahui hal yang seharusnya tidak aku ketahui sungguh tau sendiri seperti ini benar benar menyesakkan dada dan menyakiti perasaanku sendiri,angry
bodoamatan yh,angry
nyindir q yh,angry
marahi ajh,angry
boong anjir,angry
kaya mau nabok muka orang yang sudah ninggalin pas lagi sayang sayangnya,angry
kalem ajasih kan bisa dibales di liga dangdut asia,angry
goblok mulut,angry
kamu gak berubah ya tetep kasar,angry
pede banget loe,angry
ehh mba buluk,angry
biasa aja sih,angry
sama sama bego,angry
cupu banget sih bg,angry
jangan nanti kamu aku santet,angry
begoloe,angry
iya bawel,angry
dihhh makir rame nih orang orang brengsek,angry
jul nama lu gue ganti jadi juling ya katarak alias belong alias jull anjing,angry
lo gamau kenalin dia ke gua biar gua bales dendam ke dia,angry
ngaku aja lo daripada gue tag orangnya,angry
lo dendam ya gegara mila,angry
lu ngikutin gue ya,angry
sekarang dia sombong banget ya,angry
hilang dari kamu itu namanya dia menghindar dari lu gblk,angry
boong,angry
apa mbanam menyakiti hatimu,angry
sakit ya kalo chat kita di abaikan dia malah sibuk bikin story dengan orang lain mangnya kamu siapanya pacarnya bukan,angry
sakit ya kalo chat kita di abaikan dia malah sibuk bikin story dengan orang lain mangnya kamu siapanya pacarnya bukan,angry
iqbal anjing,angry
hayolooohh selingkuh,angry
kepo,angry
punya pacar kok sukanya marah2 kalo tau gini mending punya duit saja aku mau jomblo dan berduit ajalah,angry
babi sih,angry
semangat woyyy jangan males2an ingat kamu miskin bin jomblo,angry
sama2 tua sling ngtain apa tidak malu,angry
dah g respect lagi,angry
boong pasti,angry
kenapa masih belum tidur owh masih asik nungguin balesan yang tak kunjung di bales2 yh masih betah dan mau bertahan begonya,angry
ga dipeduliin,angry
terooooos terooos sombong nya,angry
hade,angry
jangan teriak bangun orang sekomplek nanti,angry
sewot minta ditabok,angry
boonk,angry
t a i,angry
pen dijewer mulutnya,angry
ksl bgt kalo udah begini,angry
nahan cemburu tuh susah walaupun kadang cuma hal yang sepele sekalinya udah cemburu ga enak banget karna mood bisa berantakan,angry
yokkk jangan ngarap lagi yok yok,angry
iyuh ga jadi deh mo muntah malah,angry
ga tidurrrrr jdinya woik,angry
kalo ada orang badmood jangan diganggu gak enak banget rasanya pas lagi badmood malah dibecandain rasanya pengen nyakar mukanya sumpah,angry
iya anjir ni lama bgt,angry
knpsi woy,angry
lama,angry
ngapasi anak teknik mulu heran,angry
srius nanya ajggg,angry
allahu jahat bgt,angry
noraak,angry
ini gmn crita ajg,angry
bajingan,angry
putusin,angry
nak share ni bendaa happy sangat sangat,happy
disaat saat saat ini lebih seneng bacain orang sambat timbang liatin orang pamer makanya maen tuiter dulu,happy
finally bisa santai,happy
ngakak elah wkwkwk,happy
baru kali ini ngerasa bahagia banget pas ujian,happy
aku sukses pasti ibu gembira,happy
